study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_source	experiment_title	study_alias	run_alias	fastq_ftp	submitted_ftp	sample_alias	sample_title
PRJNA484107	SAMN09759723	SRS3621808	SRX4501021	SRR7637359	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BRD_001_c	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BRD_001_c	PRJNA484107	BRD_001_c_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637359/SRR7637359.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637359/SRR7637359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637359/SRR7637359_2.fastq.gz		BRD_001_c	BRD_001_c
PRJNA484107	SAMN09759724	SRS3621807	SRX4501020	SRR7637360	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BRD_001_d	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BRD_001_d	PRJNA484107	BRD_001_d_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637360/SRR7637360.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637360/SRR7637360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637360/SRR7637360_2.fastq.gz		BRD_001_d	BRD_001_d
PRJNA484107	SAMN09759725	SRS3621806	SRX4501019	SRR7637361	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BRD_001_i	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BRD_001_i	PRJNA484107	BRD_001_i_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637361/SRR7637361.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637361/SRR7637361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637361/SRR7637361_2.fastq.gz		BRD_001_i	BRD_001_i
PRJNA484107	SAMN09759899	SRS3621805	SRX4501018	SRR7637362	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	STE_014_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; STE_014_1	PRJNA484107	STE_014_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637362/SRR7637362.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637362/SRR7637362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637362/SRR7637362_2.fastq.gz		STE_014_1	STE_014_1
PRJNA484107	SAMN09759727	SRS3621804	SRX4501017	SRR7637363	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	CHO_001_a	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; CHO_001_a	PRJNA484107	CHO_001_a_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637363/SRR7637363.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637363/SRR7637363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637363/SRR7637363_2.fastq.gz		CHO_001_a	CHO_001_a
PRJNA484107	SAMN09759793	SRS3621803	SRX4501016	SRR7637364	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HOC_020_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HOC_020_1	PRJNA484107	HOC_020_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637364/SRR7637364.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637364/SRR7637364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637364/SRR7637364_2.fastq.gz		HOC_020_1	HOC_020_1
PRJNA484107	SAMN09759898	SRS3621801	SRX4501015	SRR7637365	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	STE_013_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; STE_013_1	PRJNA484107	STE_013_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637365/SRR7637365.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637365/SRR7637365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637365/SRR7637365_2.fastq.gz		STE_013_1	STE_013_1
PRJNA484107	SAMN09759795	SRS3621802	SRX4501014	SRR7637366	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	KAS_016_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; KAS_016_1	PRJNA484107	KAS_016_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637366/SRR7637366.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637366/SRR7637366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637366/SRR7637366_2.fastq.gz		KAS_016_1	KAS_016_1
PRJNA484107	SAMN09759967	SRS3621800	SRX4501013	SRR7637367	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	VEL_001_o	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; VEL_001_o	PRJNA484107	VEL_001_o_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637367/SRR7637367.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637367/SRR7637367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637367/SRR7637367_2.fastq.gz		VEL_001_o	VEL_001_o
PRJNA484107	SAMN09759966	SRS3621799	SRX4501012	SRR7637368	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	VEL_001_n	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; VEL_001_n	PRJNA484107	VEL_001_n_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637368/SRR7637368.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637368/SRR7637368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637368/SRR7637368_2.fastq.gz		VEL_001_n	VEL_001_n
PRJNA484107	SAMN09759963	SRS3621798	SRX4501011	SRR7637369	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	VEL_001_e	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; VEL_001_e	PRJNA484107	VEL_001_e_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637369/SRR7637369.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637369/SRR7637369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637369/SRR7637369_2.fastq.gz		VEL_001_e	VEL_001_e
PRJNA484107	SAMN09759962	SRS3621797	SRX4501010	SRR7637370	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	VEL_001_d	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; VEL_001_d	PRJNA484107	VEL_001_d_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637370/SRR7637370.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637370/SRR7637370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637370/SRR7637370_2.fastq.gz		VEL_001_d	VEL_001_d
PRJNA484107	SAMN09759965	SRS3621796	SRX4501009	SRR7637371	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	VEL_001_l	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; VEL_001_l	PRJNA484107	VEL_001_l_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637371/SRR7637371.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637371/SRR7637371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637371/SRR7637371_2.fastq.gz		VEL_001_l	VEL_001_l
PRJNA484107	SAMN09759964	SRS3621795	SRX4501008	SRR7637372	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	VEL_001_k	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; VEL_001_k	PRJNA484107	VEL_001_k_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637372/SRR7637372.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637372/SRR7637372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637372/SRR7637372_2.fastq.gz		VEL_001_k	VEL_001_k
PRJNA484107	SAMN09759959	SRS3621793	SRX4501007	SRR7637373	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TZI_031_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TZI_031_1	PRJNA484107	TZI_031_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637373/SRR7637373.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637373/SRR7637373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637373/SRR7637373_2.fastq.gz		TZI_031_1	TZI_031_1
PRJNA484107	SAMN09759958	SRS3621792	SRX4501006	SRR7637374	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TZI_027_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TZI_027_1	PRJNA484107	TZI_027_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637374/SRR7637374.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637374/SRR7637374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637374/SRR7637374_2.fastq.gz		TZI_027_1	TZI_027_1
PRJNA484107	SAMN09759961	SRS3621794	SRX4501005	SRR7637375	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	VEL_001_b	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; VEL_001_b	PRJNA484107	VEL_001_b_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637375/SRR7637375.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637375/SRR7637375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637375/SRR7637375_2.fastq.gz		VEL_001_b	VEL_001_b
PRJNA484107	SAMN09759960	SRS3621791	SRX4501004	SRR7637376	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	VEL_001_a	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; VEL_001_a	PRJNA484107	VEL_001_a_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637376/SRR7637376.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637376/SRR7637376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637376/SRR7637376_2.fastq.gz		VEL_001_a	VEL_001_a
PRJNA484107	SAMN09759833	SRS3621790	SRX4501003	SRR7637377	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	MIE_001_c	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; MIE_001_c	PRJNA484107	MIE_001_c_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637377/SRR7637377.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637377/SRR7637377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637377/SRR7637377_2.fastq.gz		MIE_001_c	MIE_001_c
PRJNA484107	SAMN09759832	SRS3621789	SRX4501002	SRR7637378	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	MIE_001_b	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; MIE_001_b	PRJNA484107	MIE_001_b_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637378/SRR7637378.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637378/SRR7637378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637378/SRR7637378_2.fastq.gz		MIE_001_b	MIE_001_b
PRJNA484107	SAMN09759835	SRS3621788	SRX4501001	SRR7637379	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	MIE_001_e	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; MIE_001_e	PRJNA484107	MIE_001_e_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637379/SRR7637379.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637379/SRR7637379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637379/SRR7637379_2.fastq.gz		MIE_001_e	MIE_001_e
PRJNA484107	SAMN09759834	SRS3621787	SRX4501000	SRR7637380	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	MIE_001_d	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; MIE_001_d	PRJNA484107	MIE_001_d_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637380/SRR7637380.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637380/SRR7637380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637380/SRR7637380_2.fastq.gz		MIE_001_d	MIE_001_d
PRJNA484107	SAMN09759829	SRS3621786	SRX4500999	SRR7637381	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	LAC_001_r	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; LAC_001_r	PRJNA484107	LAC_001_r_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637381/SRR7637381.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637381/SRR7637381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637381/SRR7637381_2.fastq.gz		LAC_001_r	LAC_001_r
PRJNA484107	SAMN09759828	SRS3621785	SRX4500998	SRR7637382	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	LAC_001_p	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; LAC_001_p	PRJNA484107	LAC_001_p_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637382/SRR7637382.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637382/SRR7637382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637382/SRR7637382_2.fastq.gz		LAC_001_p	LAC_001_p
PRJNA484107	SAMN09759831	SRS3621784	SRX4500997	SRR7637383	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	MIE_001_a	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; MIE_001_a	PRJNA484107	MIE_001_a_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637383/SRR7637383.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637383/SRR7637383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637383/SRR7637383_2.fastq.gz		MIE_001_a	MIE_001_a
PRJNA484107	SAMN09759830	SRS3621783	SRX4500996	SRR7637384	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	LAC_001_t	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; LAC_001_t	PRJNA484107	LAC_001_t_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637384/SRR7637384.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637384/SRR7637384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637384/SRR7637384_2.fastq.gz		LAC_001_t	LAC_001_t
PRJNA484107	SAMN09759837	SRS3621782	SRX4500995	SRR7637385	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	MIE_001_g	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; MIE_001_g	PRJNA484107	MIE_001_g_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637385/SRR7637385.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637385/SRR7637385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637385/SRR7637385_2.fastq.gz		MIE_001_g	MIE_001_g
PRJNA484107	SAMN09759836	SRS3621781	SRX4500994	SRR7637386	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	MIE_001_f	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; MIE_001_f	PRJNA484107	MIE_001_f_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637386/SRR7637386.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637386/SRR7637386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637386/SRR7637386_2.fastq.gz		MIE_001_f	MIE_001_f
PRJNA484107	SAMN09759948	SRS3621780	SRX4500993	SRR7637387	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TRT_001_v	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TRT_001_v	PRJNA484107	TRT_001_v_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637387/SRR7637387.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637387/SRR7637387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637387/SRR7637387_2.fastq.gz		TRT_001_v	TRT_001_v
PRJNA484107	SAMN09759927	SRS3621779	SRX4500992	SRR7637388	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TKO_001_q	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TKO_001_q	PRJNA484107	TKO_001_q_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637388/SRR7637388.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637388/SRR7637388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637388/SRR7637388_2.fastq.gz		TKO_001_q	TKO_001_q
PRJNA484107	SAMN09759907	SRS3621778	SRX4500991	SRR7637389	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SWA_007_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SWA_007_1	PRJNA484107	SWA_007_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637389/SRR7637389.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637389/SRR7637389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637389/SRR7637389_2.fastq.gz		SWA_007_1	SWA_007_1
PRJNA484107	SAMN09759906	SRS3621777	SRX4500990	SRR7637390	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SWA_006_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SWA_006_1	PRJNA484107	SWA_006_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637390/SRR7637390.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637390/SRR7637390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637390/SRR7637390_2.fastq.gz		SWA_006_1	SWA_006_1
PRJNA484107	SAMN09759745	SRS3621776	SRX4500989	SRR7637391	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	DRA_001_j	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; DRA_001_j	PRJNA484107	DRA_001_j_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637391/SRR7637391.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637391/SRR7637391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637391/SRR7637391_2.fastq.gz		DRA_001_j	DRA_001_j
PRJNA484107	SAMN09759941	SRS3621775	SRX4500988	SRR7637392	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TRE_021_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TRE_021_1	PRJNA484107	TRE_021_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637392/SRR7637392.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637392/SRR7637392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637392/SRR7637392_2.fastq.gz		TRE_021_1	TRE_021_1
PRJNA484107	SAMN09759783	SRS3621774	SRX4500987	SRR7637393	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HNI_001_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HNI_001_1	PRJNA484107	HNI_001_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637393/SRR7637393.fastq.gz		HNI_001_1	HNI_001_1
PRJNA484107	SAMN09759916	SRS3621773	SRX4500986	SRR7637394	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TBG_001_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TBG_001_1	PRJNA484107	TBG_001_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637394/SRR7637394.fastq.gz		TBG_001_1	TBG_001_1
PRJNA484107	SAMN09759917	SRS3621772	SRX4500985	SRR7637395	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TBG_004_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TBG_004_1	PRJNA484107	TBG_004_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637395/SRR7637395.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637395/SRR7637395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637395/SRR7637395_2.fastq.gz		TBG_004_1	TBG_004_1
PRJNA484107	SAMN09759926	SRS3621771	SRX4500984	SRR7637396	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TKO_001_p	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TKO_001_p	PRJNA484107	TKO_001_p_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637396/SRR7637396.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637396/SRR7637396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637396/SRR7637396_2.fastq.gz		TKO_001_p	TKO_001_p
PRJNA484107	SAMN09759794	SRS3621770	SRX4500983	SRR7637397	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HOC_021_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HOC_021_1	PRJNA484107	HOC_021_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637397/SRR7637397.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637397/SRR7637397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637397/SRR7637397_2.fastq.gz		HOC_021_1	HOC_021_1
PRJNA484107	SAMN09759789	SRS3621769	SRX4500982	SRR7637398	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HOC_009_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HOC_009_1	PRJNA484107	HOC_009_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637398/SRR7637398.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637398/SRR7637398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637398/SRR7637398_2.fastq.gz		HOC_009_1	HOC_009_1
PRJNA484107	SAMN09759788	SRS3621768	SRX4500981	SRR7637399	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HOC_007_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HOC_007_1	PRJNA484107	HOC_007_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637399/SRR7637399.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637399/SRR7637399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637399/SRR7637399_2.fastq.gz		HOC_007_1	HOC_007_1
PRJNA484107	SAMN09759938	SRS3621767	SRX4500980	SRR7637400	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TRE_011_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TRE_011_1	PRJNA484107	TRE_011_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637400/SRR7637400.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637400/SRR7637400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637400/SRR7637400_2.fastq.gz		TRE_011_1	TRE_011_1
PRJNA484107	SAMN09759784	SRS3621766	SRX4500979	SRR7637401	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HNI_002_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HNI_002_1	PRJNA484107	HNI_002_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637401/SRR7637401.fastq.gz		HNI_002_1	HNI_002_1
PRJNA484107	SAMN09759908	SRS3621765	SRX4500978	SRR7637402	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SWA_008_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SWA_008_1	PRJNA484107	SWA_008_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637402/SRR7637402.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637402/SRR7637402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637402/SRR7637402_2.fastq.gz		SWA_008_1	SWA_008_1
