Run,Assay Type,BioProject,BioSample,Center Name,common_name,Consent,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,Experiment,external_id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,Submitter_Id,Title,population,collection_year,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region
ERR5096842,RAD-Seq,PRJEB42417,SAMEA7808227,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902590,SAMEA7808227,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:08:07Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808227,15_p4_G1_14OHPR12,ERS5555445,ERP126269,15_p4_G1_14OHPR12,15_p4_G1_14OHPR12,OHPR,2014,143,110141031,54617816,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US"
ERR5096843,RAD-Seq,PRJEB42417,SAMEA7808176,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902591,SAMEA7808176,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:21Z,2021-01-13T13:08:06Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808176,15_p4_G1_14NJSC54,ERS5555394,ERP126269,15_p4_G1_14NJSC54,15_p4_G1_14NJSC54,NJSC,2014,143,165339031,78841945,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US"
ERR5096844,RAD-Seq,PRJEB42417,SAMEA7808177,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902592,SAMEA7808177,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:21Z,2021-01-13T13:08:06Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808177,15_p4_G1_14NJSC56,ERS5555395,ERP126269,15_p4_G1_14NJSC56,15_p4_G1_14NJSC56,NJSC,2014,143,178789182,84347855,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US"
ERR5096845,RAD-Seq,PRJEB42417,SAMEA7808162,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902593,SAMEA7808162,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:21Z,2021-01-13T13:08:06Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808162,15_p4_G1_14NJSC29,ERS5555380,ERP126269,15_p4_G1_14NJSC29,15_p4_G1_14NJSC29,NJSC,2014,143,184087618,86802295,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1"
ERR5096846,RAD-Seq,PRJEB42417,SAMEA7808263,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902594,SAMEA7808263,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:08:07Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808263,15_p5_G1_15INRCT22_2,ERS5555481,ERP126269,15_p5_G1_15INRCT22_2,15_p5_G1_15INRCT22_2,INRC,2015,143,71243887,36579897,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US"
ERR5096847,RAD-Seq,PRJEB42417,SAMEA7808268,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902595,SAMEA7808268,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:08:07Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808268,15_p5_G1_15INRCT35_1,ERS5555486,ERP126269,15_p5_G1_15INRCT35_1,15_p5_G1_15INRCT35_1,INRC,2015,143,94437486,47858849,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1"
ERR5096848,RAD-Seq,PRJEB42417,SAMEA7808059,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902596,SAMEA7808059,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:25Z,2021-01-13T13:08:04Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808059,15_p4_G1_14MIKOSP12,ERS5555277,ERP126269,15_p4_G1_14MIKOSP12,15_p4_G1_14MIKOSP12,MIKO,2014,143,202378176,95384810,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US"
ERR5096849,RAD-Seq,PRJEB42417,SAMEA7808153,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902597,SAMEA7808153,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:21Z,2021-01-13T13:08:05Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808153,15_p4_G1_14NJSC14,ERS5555371,ERP126269,15_p4_G1_14NJSC14,15_p4_G1_14NJSC14,NJSC,2014,143,211467256,99053291,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5096850,RAD-Seq,PRJEB42417,SAMEA7808335,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902598,SAMEA7808335,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:24Z,2021-01-13T13:08:08Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808335,15_p5_G1_15MDPCB60_2,ERS5555553,ERP126269,15_p5_G1_15MDPCB60_2,15_p5_G1_15MDPCB60_2,MDPC,2015,143,21284692,11263759,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public"
ERR5096851,RAD-Seq,PRJEB42417,SAMEA7807892,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902599,SAMEA7807892,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:08:00Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7807892,15_p4_15INWIER11,ERS5555111,ERP126269,15_p4_15INWIER11,15_p4_15INWIER11,INWI,2015,143,394204954,184832525,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US"
ERR5096852,RAD-Seq,PRJEB42417,SAMEA7808295,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902600,SAMEA7808295,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:08:08Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808295,15_p5_G1_15INRCTM3_2,ERS5555513,ERP126269,15_p5_G1_15INRCTM3_2,15_p5_G1_15INRCTM3_2,INRC,2015,143,86982038,44196428,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public"
ERR5096853,RAD-Seq,PRJEB42417,SAMEA7808347,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902601,SAMEA7808347,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:24Z,2021-01-13T13:08:08Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808347,15_p5_G1_15MDPCB67_2,ERS5555565,ERP126269,15_p5_G1_15MDPCB67_2,15_p5_G1_15MDPCB67_2,MDPC,2015,143,9194042,4892351,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US"
ERR5096854,RAD-Seq,PRJEB42417,SAMEA7808085,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902602,SAMEA7808085,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:25Z,2021-01-13T13:08:04Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808085,15_p4_G1_14MIMSP23,ERS5555303,ERP126269,15_p4_G1_14MIMSP23,15_p4_G1_14MIMSP23,MIMU,2014,143,250945695,117026656,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US"
ERR5096855,RAD-Seq,PRJEB42417,SAMEA7808213,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902603,SAMEA7808213,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:08:06Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808213,15_p4_G1_14OHMLNP40,ERS5555431,ERP126269,15_p4_G1_14OHMLNP40,15_p4_G1_14OHMLNP40,OHML,2014,143,135835128,67123429,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1"
ERR5096856,RAD-Seq,PRJEB42417,SAMEA7808262,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902604,SAMEA7808262,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:08:07Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808262,15_p5_G1_15INRCT21_1,ERS5555480,ERP126269,15_p5_G1_15INRCT21_1,15_p5_G1_15INRCT21_1,INRC,2015,143,115118289,57970761,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public"
ERR5096857,RAD-Seq,PRJEB42417,SAMEA7808271,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902605,SAMEA7808271,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:08:07Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808271,15_p5_G1_15INRCT41_1,ERS5555489,ERP126269,15_p5_G1_15INRCT41_1,15_p5_G1_15INRCT41_1,INRC,2015,143,126149309,63382944,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public"
ERR5096858,RAD-Seq,PRJEB42417,SAMEA7808360,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902606,SAMEA7808360,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:24Z,2021-01-13T13:08:09Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808360,15_p5_G1_15MDPCB74_1,ERS5555578,ERP126269,15_p5_G1_15MDPCB74_1,15_p5_G1_15MDPCB74_1,MDPC,2015,143,14520506,7769288,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public"
ERR5096859,RAD-Seq,PRJEB42417,SAMEA7808338,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902607,SAMEA7808338,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:24Z,2021-01-13T13:08:08Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808338,15_p5_G1_15MDPCB63_1,ERS5555556,ERP126269,15_p5_G1_15MDPCB63_1,15_p5_G1_15MDPCB63_1,MDPC,2015,143,34367905,17870872,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public"
ERR5096860,RAD-Seq,PRJEB42417,SAMEA7808105,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902608,SAMEA7808105,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:26Z,2021-01-13T13:08:05Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808105,15_p4_G1_14MISJCJT12,ERS5555323,ERP126269,15_p4_G1_14MISJCJT12,15_p4_G1_14MISJCJT12,MISJ,2014,143,289560414,133946484,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public"
ERR5096861,RAD-Seq,PRJEB42417,SAMEA7808209,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902609,SAMEA7808209,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:08:06Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808209,15_p4_G1_14OHMLNP33,ERS5555427,ERP126269,15_p4_G1_14OHMLNP33,15_p4_G1_14OHMLNP33,OHML,2014,143,187025696,89316043,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5096862,RAD-Seq,PRJEB42417,SAMEA7807976,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902610,SAMEA7807976,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:24Z,2021-01-13T13:08:02Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7807976,15_p4_G1_14INTHRR15,ERS5555194,ERP126269,15_p4_G1_14INTHRR15,15_p4_G1_14INTHRR15,INTH,2014,143,430140139,195934441,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US"
ERR5096863,RAD-Seq,PRJEB42417,SAMEA7807964,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902611,SAMEA7807964,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:08:02Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7807964,15_p4_G1_14INTHRR03,ERS5555182,ERP126269,15_p4_G1_14INTHRR03,15_p4_G1_14INTHRR03,INTH,2014,143,384954999,176676958,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1"
ERR5096864,RAD-Seq,PRJEB42417,SAMEA7808211,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902612,SAMEA7808211,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:08:06Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808211,15_p4_G1_14OHMLNP37,ERS5555429,ERP126269,15_p4_G1_14OHMLNP37,15_p4_G1_14OHMLNP37,OHML,2014,143,180493885,85391027,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public"
ERR5096865,RAD-Seq,PRJEB42417,SAMEA7808336,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902613,SAMEA7808336,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:24Z,2021-01-13T13:08:08Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808336,15_p5_G1_15MDPCB61_1,ERS5555554,ERP126269,15_p5_G1_15MDPCB61_1,15_p5_G1_15MDPCB61_1,MDPC,2015,143,40693367,21094858,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1"
ERR5096866,RAD-Seq,PRJEB42417,SAMEA7808242,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902614,SAMEA7808242,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:08:07Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808242,15_p4_G1_14OHPR27,ERS5555460,ERP126269,15_p4_G1_14OHPR27,15_p4_G1_14OHPR27,OHPR,2014,143,104299910,52028158,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US"
ERR5096867,RAD-Seq,PRJEB42417,SAMEA7808358,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902615,SAMEA7808358,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:24Z,2021-01-13T13:08:09Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808358,15_p5_G1_15MDPCB73_1,ERS5555576,ERP126269,15_p5_G1_15MDPCB73_1,15_p5_G1_15MDPCB73_1,MDPC,2015,143,42335007,21945809,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US"
ERR5096868,RAD-Seq,PRJEB42417,SAMEA7808322,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902616,SAMEA7808322,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:24Z,2021-01-13T13:08:08Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808322,15_p5_G1_15MDPCB54_1,ERS5555540,ERP126269,15_p5_G1_15MDPCB54_1,15_p5_G1_15MDPCB54_1,MDPC,2015,143,59527039,30449135,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1"
ERR5096869,RAD-Seq,PRJEB42417,SAMEA7808374,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902617,SAMEA7808374,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:25Z,2021-01-13T13:08:09Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808374,15_p5_G1_15MDPCBM3_1,ERS5555592,ERP126269,15_p5_G1_15MDPCBM3_1,15_p5_G1_15MDPCBM3_1,MDPC,2015,143,24791338,13115602,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US"
ERR5096870,RAD-Seq,PRJEB42417,SAMEA7808376,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902618,SAMEA7808376,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:25Z,2021-01-13T13:08:09Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808376,15_p5_G1_15MDPCBM4_1,ERS5555594,ERP126269,15_p5_G1_15MDPCBM4_1,15_p5_G1_15MDPCBM4_1,MDPC,2015,143,22526647,11974157,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1"
ERR5096871,RAD-Seq,PRJEB42417,SAMEA7808269,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902619,SAMEA7808269,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:08:07Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808269,15_p5_G1_15INRCT35_2,ERS5555487,ERP126269,15_p5_G1_15INRCT35_2,15_p5_G1_15INRCT35_2,INRC,2015,143,131658527,66196599,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US"
ERR5096872,RAD-Seq,PRJEB42417,SAMEA7808128,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902620,SAMEA7808128,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:20Z,2021-01-13T13:08:05Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808128,15_p4_G1_14MISJCJT35,ERS5555346,ERP126269,15_p4_G1_14MISJCJT35,15_p4_G1_14MISJCJT35,MISJ,2014,143,326050153,149792593,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public"
ERR5096873,RAD-Seq,PRJEB42417,SAMEA7808341,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4902621,SAMEA7808341,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:24Z,2021-01-13T13:08:08Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7808341,15_p5_G1_15MDPCB64_2,ERS5555559,ERP126269,15_p5_G1_15MDPCB64_2,15_p5_G1_15MDPCB64_2,MDPC,2015,143,83619393,42538328,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1"
