study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	study_alias	run_alias	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title
PRJEB35573	ERP118645	SAMEA6249087	ERS4048752	ERX3676133	ERR3686529	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Wall 10 root 2 �M CdSO4 R2	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-60	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/009/ERR3686529/ERR3686529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/009/ERR3686529/ERR3686529_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686529/P60.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686529/P60.R2.fq.gz		P60	A.halleri Wall 10 root Cd treatment
PRJEB35573	ERP118645	SAMEA6249088	ERS4048753	ERX3676134	ERR3686530	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Noss 05 root 0 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-61	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/000/ERR3686530/ERR3686530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/000/ERR3686530/ERR3686530_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686530/P61.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686530/P61.R2.fq.gz		P61	A.halleri Noss 05 root control
PRJEB35573	ERP118645	SAMEA6249089	ERS4048754	ERX3676135	ERR3686531	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Noss 10 root 0 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-62	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/001/ERR3686531/ERR3686531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/001/ERR3686531/ERR3686531_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686531/P62.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686531/P62.R2.fq.gz		P62	A.halleri Noss 10 root control
PRJEB35573	ERP118645	SAMEA6249090	ERS4048755	ERX3676136	ERR3686532	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Pais 05 root 0 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-63	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/002/ERR3686532/ERR3686532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/002/ERR3686532/ERR3686532_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686532/P63.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686532/P63.R2.fq.gz		P63	A.halleri Pais 05 root control
PRJEB35573	ERP118645	SAMEA6249091	ERS4048756	ERX3676137	ERR3686533	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Pais 09 root 0 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-64	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/003/ERR3686533/ERR3686533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/003/ERR3686533/ERR3686533_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686533/P64.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686533/P64.R2.fq.gz		P64	A.halleri Pais 09 root control
PRJEB35573	ERP118645	SAMEA6249092	ERS4048757	ERX3676138	ERR3686534	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Wall 07 root 0 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-65	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/004/ERR3686534/ERR3686534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/004/ERR3686534/ERR3686534_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686534/P65.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686534/P65.R2.fq.gz		P65	A.halleri Wall 07 root control
PRJEB35573	ERP118645	SAMEA6249093	ERS4048758	ERX3676139	ERR3686535	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Wall 10 root 0 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-66	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/005/ERR3686535/ERR3686535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/005/ERR3686535/ERR3686535_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686535/P66.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686535/P66.R2.fq.gz		P66	A.halleri Wall 10 root control
PRJEB35573	ERP118645	SAMEA6249094	ERS4048759	ERX3676140	ERR3686536	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Noss 05 root 2 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-67	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/006/ERR3686536/ERR3686536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/006/ERR3686536/ERR3686536_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686536/P67.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686536/P67.R2.fq.gz		P67	A.halleri Noss 05 root Cd treatment
PRJEB35573	ERP118645	SAMEA6249095	ERS4048760	ERX3676141	ERR3686537	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Noss 10 root 2 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-68	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/007/ERR3686537/ERR3686537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/007/ERR3686537/ERR3686537_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686537/P68.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686537/P68.R2.fq.gz		P68	A.halleri Noss 10 root Cd treatment
PRJEB35573	ERP118645	SAMEA6249096	ERS4048761	ERX3676142	ERR3686538	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Pais 05 root 2 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-69	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/008/ERR3686538/ERR3686538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/008/ERR3686538/ERR3686538_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686538/P69.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686538/P69.R2.fq.gz		P69	A.halleri Pais 05 root Cd treatment
PRJEB35573	ERP118645	SAMEA6249097	ERS4048762	ERX3676143	ERR3686539	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Pais 09 root 2 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-70	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/009/ERR3686539/ERR3686539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/009/ERR3686539/ERR3686539_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686539/P70.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686539/P70.R2.fq.gz		P70	A.halleri Pais 09 root Cd treatment
PRJEB35573	ERP118645	SAMEA6249098	ERS4048763	ERX3676144	ERR3686540	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Wall 07 root 2 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-71	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/000/ERR3686540/ERR3686540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/000/ERR3686540/ERR3686540_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686540/P71.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686540/P71.R2.fq.gz		P71	A.halleri Wall 07 root Cd treeatment
PRJEB35573	ERP118645	SAMEA6249099	ERS4048764	ERX3676145	ERR3686541	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Wall 10 root 2 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-72	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/001/ERR3686541/ERR3686541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/001/ERR3686541/ERR3686541_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686541/P72.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686541/P72.R2.fq.gz		P72	A.halleri Wall 10 root Cd treatment
PRJEB35573	ERP118645	SAMEA6249100	ERS4048765	ERX3676146	ERR3686542	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Noss 05	PAIRED	WGS	GENOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-73	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/002/ERR3686542/ERR3686542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/002/ERR3686542/ERR3686542_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686542/Noss5.R1.cutadapt.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686542/Noss5.R2.cutadapt.fastq.gz		Noss5	A.halleri Noss 05 whole plant
PRJEB35573	ERP118645	SAMEA6249101	ERS4048766	ERX3676147	ERR3686543	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Noss 10	PAIRED	WGS	GENOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-74	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/003/ERR3686543/ERR3686543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/003/ERR3686543/ERR3686543_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686543/Noss10.R1.cutadapt.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686543/Noss10.R2.cutadapt.fastq.gz		Noss10	A.halleri Noss 10 whole plant
PRJEB35573	ERP118645	SAMEA6249102	ERS4048767	ERX3676148	ERR3686544	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Pais 05	PAIRED	WGS	GENOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-75	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/004/ERR3686544/ERR3686544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/004/ERR3686544/ERR3686544_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686544/Pais5.R1.cutadapt.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686544/Pais5.R2.cutadapt.fastq.gz		Pais5	A.halleri Pais 05 whole plant
PRJEB35573	ERP118645	SAMEA6249103	ERS4048768	ERX3676149	ERR3686545	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Pais 09	PAIRED	WGS	GENOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-76	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/005/ERR3686545/ERR3686545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/005/ERR3686545/ERR3686545_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686545/Pais9.R1.cutadapt.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686545/Pais9.R2.cutadapt.fastq.gz		Pais9	A.halleri Pais 09 whole plant
