Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,Submitter_Id,Title,sub_species,common_name
ERR3014246,WGS,292,2136323100,PRJEB30473,SAMEA5190308,1120636163,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016698,SAMEA5190308,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,37.72 N 92.06 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190308,Alyrl_11_MO1_40,ERS2997802,ERP112933,Alyrl_11_MO1_40,Alyrl_11_MO1_40,lyrata,
ERR3014247,WGS,292,1394798736,PRJEB30473,SAMEA5190309,708502344,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016699,SAMEA5190309,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,47.79 N 84.9 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190309,Alyrl_11_ON9_03,ERS2997803,ERP112933,Alyrl_11_ON9_03,Alyrl_11_ON9_03,lyrata,
ERR3014248,WGS,292,1877551824,PRJEB30473,SAMEA5190309,980794875,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016700,SAMEA5190309,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,47.79 N 84.9 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190309,Alyrl_11_ON9_03,ERS2997803,ERP112933,Alyrl_11_ON9_03,Alyrl_11_ON9_03,lyrata,
ERR3014249,WGS,292,1522617356,PRJEB30473,SAMEA5190310,761767072,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016701,SAMEA5190310,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,47.79 N 84.9 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190310,Alyrl_11_ON9_25,ERS2997804,ERP112933,Alyrl_11_ON9_25,Alyrl_11_ON9_25,lyrata,
ERR3014250,WGS,292,1659526520,PRJEB30473,SAMEA5190310,834378966,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016702,SAMEA5190310,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,47.79 N 84.9 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190310,Alyrl_11_ON9_25,ERS2997804,ERP112933,Alyrl_11_ON9_25,Alyrl_11_ON9_25,lyrata,
ERR3014251,WGS,292,1604195148,PRJEB30473,SAMEA5190311,835737397,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016703,SAMEA5190311,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,48.6 N 86.3 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190311,Alyrl_11_ON10_05,ERS2997805,ERP112933,Alyrl_11_ON10_05,Alyrl_11_ON10_05,lyrata,
ERR3014252,WGS,292,1757272644,PRJEB30473,SAMEA5190311,943866624,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016704,SAMEA5190311,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,48.6 N 86.3 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190311,Alyrl_11_ON10_05,ERS2997805,ERP112933,Alyrl_11_ON10_05,Alyrl_11_ON10_05,lyrata,
ERR3014253,WGS,292,1544901628,PRJEB30473,SAMEA5190312,790127623,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016705,SAMEA5190312,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,48.6 N 86.3 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190312,Alyrl_11_ON10_30,ERS2997806,ERP112933,Alyrl_11_ON10_30,Alyrl_11_ON10_30,lyrata,
ERR3014254,WGS,292,1729629588,PRJEB30473,SAMEA5190312,907658688,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016706,SAMEA5190312,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,48.6 N 86.3 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190312,Alyrl_11_ON10_30,ERS2997806,ERP112933,Alyrl_11_ON10_30,Alyrl_11_ON10_30,lyrata,
ERR3014255,WGS,292,1951043844,PRJEB30473,SAMEA5190313,1001627017,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016707,SAMEA5190313,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,48.77 N 87.13 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190313,Alyrl_11_ON11_03,ERS2997807,ERP112933,Alyrl_11_ON11_03,Alyrl_11_ON11_03,lyrata,
ERR3014256,WGS,292,2207458096,PRJEB30473,SAMEA5190313,1174006087,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016708,SAMEA5190313,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,48.77 N 87.13 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190313,Alyrl_11_ON11_03,ERS2997807,ERP112933,Alyrl_11_ON11_03,Alyrl_11_ON11_03,lyrata,
ERR3014257,WGS,292,1068296016,PRJEB30473,SAMEA5190314,555801740,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016709,SAMEA5190314,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,48.77 N 87.13 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190314,Alyrl_11_ON11_27,ERS2997808,ERP112933,Alyrl_11_ON11_27,Alyrl_11_ON11_27,lyrata,
ERR3014258,WGS,292,2323049508,PRJEB30473,SAMEA5190314,1249851054,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016710,SAMEA5190314,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,48.77 N 87.13 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190314,Alyrl_11_ON11_27,ERS2997808,ERP112933,Alyrl_11_ON11_27,Alyrl_11_ON11_27,lyrata,
ERR3014259,WGS,292,1952796136,PRJEB30473,SAMEA5190315,1012093292,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016711,SAMEA5190315,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,48.77 N 87.09 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190315,Alyrl_11_ON11.1_02,ERS2997809,ERP112933,Alyrl_11_ON11.1_02,Alyrl_11_ON11.1_02,lyrata,
ERR3014260,WGS,292,2167372920,PRJEB30473,SAMEA5190315,1158576638,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016712,SAMEA5190315,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,48.77 N 87.09 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190315,Alyrl_11_ON11.1_02,ERS2997809,ERP112933,Alyrl_11_ON11.1_02,Alyrl_11_ON11.1_02,lyrata,
ERR3014261,WGS,292,1788389332,PRJEB30473,SAMEA5190316,893639056,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016713,SAMEA5190316,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,48.77 N 87.09 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190316,Alyrl_11_ON11.1_24,ERS2997810,ERP112933,Alyrl_11_ON11.1_24,Alyrl_11_ON11.1_24,lyrata,
ERR3014262,WGS,292,2016570396,PRJEB30473,SAMEA5190316,1057713814,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016714,SAMEA5190316,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,48.77 N 87.09 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190316,Alyrl_11_ON11.1_24,ERS2997810,ERP112933,Alyrl_11_ON11.1_24,Alyrl_11_ON11.1_24,lyrata,
ERR3014263,WGS,292,1635628656,PRJEB30473,SAMEA5190317,841425716,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016715,SAMEA5190317,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,49.65 N 94.92 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190317,Alyrl_11_ON12_03,ERS2997811,ERP112933,Alyrl_11_ON12_03,Alyrl_11_ON12_03,lyrata,
ERR3014264,WGS,292,1813583968,PRJEB30473,SAMEA5190317,955283159,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016716,SAMEA5190317,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,49.65 N 94.92 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190317,Alyrl_11_ON12_03,ERS2997811,ERP112933,Alyrl_11_ON12_03,Alyrl_11_ON12_03,lyrata,
ERR3014265,WGS,292,1684527852,PRJEB30473,SAMEA5190318,869839398,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016717,SAMEA5190318,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,49.65 N 94.92 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190318,Alyrl_11_ON12_30,ERS2997812,ERP112933,Alyrl_11_ON12_30,Alyrl_11_ON12_30,lyrata,
ERR3014266,WGS,292,1859547104,PRJEB30473,SAMEA5190318,992274139,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016718,SAMEA5190318,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,49.65 N 94.92 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190318,Alyrl_11_ON12_30,ERS2997812,ERP112933,Alyrl_11_ON12_30,Alyrl_11_ON12_30,lyrata,
ERR3014267,WGS,292,1781429512,PRJEB30473,SAMEA5190319,894227562,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016719,SAMEA5190319,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,45.78 N 82.75 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190319,Alyrl_11_ON7_01,ERS2997813,ERP112933,Alyrl_11_ON7_01,Alyrl_11_ON7_01,lyrata,
ERR3014268,WGS,292,2053378748,PRJEB30473,SAMEA5190319,1074111868,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016720,SAMEA5190319,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,45.78 N 82.75 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190319,Alyrl_11_ON7_01,ERS2997813,ERP112933,Alyrl_11_ON7_01,Alyrl_11_ON7_01,lyrata,
ERR3014269,WGS,292,1809963752,PRJEB30473,SAMEA5190320,898450445,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016721,SAMEA5190320,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,45.78 N 82.75 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190320,Alyrl_11_ON7_29,ERS2997814,ERP112933,Alyrl_11_ON7_29,Alyrl_11_ON7_29,lyrata,
ERR3014270,WGS,292,2087287832,PRJEB30473,SAMEA5190320,1062344225,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016722,SAMEA5190320,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,45.78 N 82.75 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190320,Alyrl_11_ON7_29,ERS2997814,ERP112933,Alyrl_11_ON7_29,Alyrl_11_ON7_29,lyrata,
ERR3014271,WGS,292,1526013316,PRJEB30473,SAMEA5190321,778761772,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016723,SAMEA5190321,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,45.79 N 82.75 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190321,Alyrl_11_ON6_01,ERS2997815,ERP112933,Alyrl_11_ON6_01,Alyrl_11_ON6_01,lyrata,
ERR3014272,WGS,292,1643832980,PRJEB30473,SAMEA5190321,850985834,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016724,SAMEA5190321,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,45.79 N 82.75 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190321,Alyrl_11_ON6_01,ERS2997815,ERP112933,Alyrl_11_ON6_01,Alyrl_11_ON6_01,lyrata,
ERR3014273,WGS,292,1367308980,PRJEB30473,SAMEA5190322,712850362,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016725,SAMEA5190322,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,45.79 N 82.75 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190322,Alyrl_11_ON6_28,ERS2997816,ERP112933,Alyrl_11_ON6_28,Alyrl_11_ON6_28,lyrata,
ERR3014274,WGS,292,1896721040,PRJEB30473,SAMEA5190322,998309084,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016726,SAMEA5190322,Canada,North America,Canada,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,45.79 N 82.75 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190322,Alyrl_11_ON6_28,ERS2997816,ERP112933,Alyrl_11_ON6_28,Alyrl_11_ON6_28,lyrata,
ERR3014275,WGS,292,2165592888,PRJEB30473,SAMEA5190323,1097336623,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016727,SAMEA5190323,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,46.11 N 92.08 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190323,Alyrl_11_WI2_04,ERS2997817,ERP112933,Alyrl_11_WI2_04,Alyrl_11_WI2_04,lyrata,
ERR3014276,WGS,292,2430407396,PRJEB30473,SAMEA5190323,1293551389,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016728,SAMEA5190323,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,46.11 N 92.08 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190323,Alyrl_11_WI2_04,ERS2997817,ERP112933,Alyrl_11_WI2_04,Alyrl_11_WI2_04,lyrata,
ERR3014277,WGS,292,1768950600,PRJEB30473,SAMEA5190324,877814061,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016729,SAMEA5190324,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,46.11 N 92.08 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190324,Alyrl_11_WI2_27,ERS2997818,ERP112933,Alyrl_11_WI2_27,Alyrl_11_WI2_27,lyrata,
ERR3014278,WGS,292,2027020200,PRJEB30473,SAMEA5190324,1043437254,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016730,SAMEA5190324,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,46.11 N 92.08 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190324,Alyrl_11_WI2_27,ERS2997818,ERP112933,Alyrl_11_WI2_27,Alyrl_11_WI2_27,lyrata,
