bio_material	accession	center_name	collected_by	collection_date	collection_date_submitted	cultivar	ecotype	elevation	experiment_accession	experiment_alias	instrument_model	instrument_platform	lat	lon	location	library_strategy	library_source	library_selection	library_name	library_layout	nominal_length	project_name	run_accession	run_alias	sample_accession	sample_alias	sample_description	sample_title	sampling_site	scientific_name	study_accession	study_alias	study_title	sub_species	taxonomic_classification	tax_id	secondary_sample_accession	secondary_study_accession
	SAMN03703508		M. A. Koch	1905-06-29	1905-06-29				SRX1077183	Csativa1	Illumina HiSeq 2000	ILLUMINA	48.57	15.66	48.57 N 15.66 E	WGS	GENOMIC	RANDOM	Seq67	PAIRED	100		SRR2082663	Csativa1GMI	SAMN03703508	Csativa1	This sample has been submitted by pda|polina_novikova on 2016-05-13; Camelina sativa	This sample has been submitted by pda|polina_novikova on 2016-05-13; Camelina sativa		Camelina sativa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			90675	SRS975809	SRP058749
	SAMN03703508		M. A. Koch	1905-06-29	1905-06-29				SRX1077184	Csativa1.1	Illumina HiSeq 2000	ILLUMINA	48.57	15.66	48.57 N 15.66 E	WGS	GENOMIC	RANDOM	Seq68	PAIRED	101		SRR2082664	Csativa1Heidelberg	SAMN03703508	Csativa1	This sample has been submitted by pda|polina_novikova on 2016-05-13; Camelina sativa	This sample has been submitted by pda|polina_novikova on 2016-05-13; Camelina sativa		Camelina sativa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			90675	SRS975809	SRP058749
	SAMN03733471								SRX1077193	Crubella1.1	Illumina HiSeq 2000	ILLUMINA				WGS	GENOMIC	RANDOM	Seq69	PAIRED	101		SRR2082678	Crubella1Heidelberg	SAMN03733471	Crubella1	This sample has been submitted by pda|polina_novikova on 2016-05-13; Capsella rubella	This sample has been submitted by pda|polina_novikova on 2016-05-13; Capsella rubella		Capsella rubella	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			81985	SRS975795	SRP058749
	SAMN03733471								SRX1077195	Crubella1.2	Illumina HiSeq 2000	ILLUMINA				WGS	GENOMIC	RANDOM	Seq70	PAIRED	100		SRR2082718	Crubella1GMI	SAMN03733471	Crubella1	This sample has been submitted by pda|polina_novikova on 2016-05-13; Capsella rubella	This sample has been submitted by pda|polina_novikova on 2016-05-13; Capsella rubella		Capsella rubella	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			81985	SRS975795	SRP058749
	SAMN03733467		R. Schmickl						SRX1077240	Aneglectaneglecta1.1	Illumina HiSeq 2000	ILLUMINA	49.17	20.03	49.17 N 20.03 E	WGS	GENOMIC	RANDOM	Seq71	PAIRED	101		SRR2082771	Aneglectaneglecta1Heidelberg	SAMN03733467	Aneglectaneglecta1	This sample has been submitted by pda|polina_novikova on 2016-05-13; Arabidopsis neglecta subsp. neglecta	This sample has been submitted by pda|polina_novikova on 2016-05-13; Arabidopsis neglecta subsp. neglecta		Arabidopsis neglecta subsp. neglecta	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	neglecta		1547871	SRS975757	SRP058749
	SAMN03733467		R. Schmickl						SRX1077241	Aneglectaneglecta1.2	Illumina HiSeq 2000	ILLUMINA	49.17	20.03	49.17 N 20.03 E	WGS	GENOMIC	RANDOM	Seq72	PAIRED	100		SRR2082772	Aneglectaneglecta1GMI	SAMN03733467	Aneglectaneglecta1	This sample has been submitted by pda|polina_novikova on 2016-05-13; Arabidopsis neglecta subsp. neglecta	This sample has been submitted by pda|polina_novikova on 2016-05-13; Arabidopsis neglecta subsp. neglecta		Arabidopsis neglecta subsp. neglecta	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	neglecta		1547871	SRS975757	SRP058749
	SAMN03733466		L. Malikova						SRX1077242	Aarenosaarenosa1.1	Illumina HiSeq 2000	ILLUMINA	44.79	15.74	44.79 N 15.74 E	WGS	GENOMIC	RANDOM	Seq73	PAIRED	101		SRR2082782	Aarenosaarenosa1Heidelberg	SAMN03733466	Aarenosaarenosa1	This sample has been submitted by pda|polina_novikova on 2016-05-13; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-13; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS975747	SRP058749
	SAMN03733466		L. Malikova						SRX1077251	Aarenosaarenosa1.2	Illumina HiSeq 2000	ILLUMINA	44.79	15.74	44.79 N 15.74 E	WGS	GENOMIC	RANDOM	Seq74	PAIRED	100		SRR2082785	Aarenosaarenosa1GMI	SAMN03733466	Aarenosaarenosa1	This sample has been submitted by pda|polina_novikova on 2016-05-13; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-13; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS975747	SRP058749
	SAMN03733468		T. Sall						SRX1078623	AsuecicaAS459	Illumina HiSeq 2000	ILLUMINA	60.18	16.12	60.18 N 16.12 E	WGS	GENOMIC	RANDOM	Seq75	PAIRED	100		SRR2084154	AsuecicaAS459	SAMN03733468	AS459	This sample has been submitted by pda|polina_novikova on 2016-05-13; Arabidopsis suecica	This sample has been submitted by pda|polina_novikova on 2016-05-13; Arabidopsis suecica		Arabidopsis suecica	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			45249	SRS977003	SRP058749
	SAMN03733469		T. Sall						SRX1078628	AsuecicaASO5	Illumina HiSeq 2000	ILLUMINA	63.7	18.24	63.7 N 18.24 E	WGS	GENOMIC	RANDOM	Seq76	PAIRED	100		SRR2084157	AsuecicaASO5	SAMN03733469	ASO5	This sample has been submitted by pda|polina_novikova on 2016-05-13; Arabidopsis suecica	This sample has been submitted by pda|polina_novikova on 2016-05-13; Arabidopsis suecica		Arabidopsis suecica	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			45249	SRS977001	SRP058749
	SAMN03733470		T. Sall						SRX1078629	AsuecicaASS3a	Illumina HiSeq 2000	ILLUMINA	63.33	17.98	63.33 N 17.98 E	WGS	GENOMIC	RANDOM	Seq77	PAIRED			SRR2084158	AsuecicaASS3a	SAMN03733470	ASS3a	This sample has been submitted by pda|polina_novikova on 2016-05-13; Arabidopsis suecica	This sample has been submitted by pda|polina_novikova on 2016-05-13; Arabidopsis suecica		Arabidopsis suecica	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			45249	SRS977000	SRP058749
	SAMN04429902		Ute Kraemer						SRX1535546	GUXA.956	Illumina Genome Analyzer II	ILLUMINA	51.94289	10.34894	51.94289 N 10.34894 E	WGS	GENOMIC	PCR	GUXA	PAIRED	222		SRR3107262	GUXA.956	SAMN04429902	Ahalleri	Corrected Illumina reads of genomic DNA extracted from the sample	Field sample of Arabidopsis halleri subsp. halleri from heavy metal contaminated site		Arabidopsis halleri subsp. halleri	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	halleri		81971	SRS1252438	SRP058749
	SAMN04432143		A. Guggisberg, G. Mansion	2012-06-26	26-Jun-2012				SRX1539692	HARM_A	Illumina HiSeq 2000	ILLUMINA	48.82	19.02	48.82 N 19.02 E	WGS	GENOMIC	RANDOM	HARM_A	PAIRED			SRR3111434	HARM_A_files	SAMN04432143	Acarpatica5	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis arenosa	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS1256176	SRP058749
	SAMN04432144		A. Guggisberg, G. Mansion, L. Paule	2012-06-27	27-Jun-2012				SRX1539693	CIERNY_1	Illumina HiSeq 2000	ILLUMINA	49.02	19.86	49.02 N 19.86 E	WGS	GENOMIC	RANDOM	CIERNY_1	PAIRED			SRR3111435	CIERNY_1_files	SAMN04432144	Acarpatica6	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis arenosa	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS1256175	SRP058749
	SAMN04432145		A. Guggisberg, G. Mansion, L. Paule	2012-06-27	27-Jun-2012				SRX1539694	PUSTE_A	Illumina HiSeq 2000	ILLUMINA	48.88	20.23	48.88 N 20.23 E	WGS	GENOMIC	RANDOM	PUSTE_A	PAIRED			SRR3111436	PUSTE_A_files	SAMN04432145	Acarpatica7	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis arenosa	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS1256174	SRP058749
	SAMN04432146		A. Guggisberg, G. Mansion	2012-06-28	28-Jun-2012				SRX1539695	DONO_A	Illumina HiSeq 2000	ILLUMINA	48.88	19.22	48.88 N 19.22 E	WGS	GENOMIC	RANDOM	DONO_A	PAIRED			SRR3111437	DONO_A_files	SAMN04432146	Acarpatica8	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis arenosa	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS1256173	SRP058749
	SAMN04432147		A. Guggisberg, G. Muir, R. Schmickl	2012-04-23	23-Apr-2012				SRX1539696	112_A	Illumina HiSeq 2000	ILLUMINA	49.62	11.51	49.62 N 11.51 E	WGS	GENOMIC	RANDOM	112_A	PAIRED			SRR3111438	112_A_files	SAMN04432147	Alyratapetraea10	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS1256172	SRP058749
	SAMN04432148		A. Guggisberg, G. Muir, R. Schmickl	2012-04-23	23-Apr-2012				SRX1539697	133_A	Illumina HiSeq 2000	ILLUMINA	49.75	11.42	49.75 N 11.42 E	WGS	GENOMIC	RANDOM	133_A	PAIRED			SRR3111439	133_A_files	SAMN04432148	Alyratapetraea11	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS1256171	SRP058749
	SAMN04432149		A. Guggisberg, G. Muir, R. Schmickl	2012-04-18	18-Apr-2012				SRX1539698	88_A	Illumina HiSeq 2000	ILLUMINA	47.91	15.97	47.91 N 15.97 E	WGS	GENOMIC	RANDOM	88_A	PAIRED			SRR3111440	88_A_files	SAMN04432149	Alyratapetraea2	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS1256170	SRP058749
	SAMN04432150		A. Guggisberg, G. Muir, R. Schmickl	2012-04-18	18-Apr-2012				SRX1539699	74_D	Illumina HiSeq 2000	ILLUMINA	47.97	16.16	47.97 N 16.16 E	WGS	GENOMIC	RANDOM	74_D	PAIRED			SRR3111441	74_D_files	SAMN04432150	Alyratapetraea4	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS1256169	SRP058749
	SAMN04432151		A. Guggisberg, G. Muir, R. Schmickl	2012-04-21	21-Apr-2012				SRX1539700	172_D	Illumina HiSeq 2000	ILLUMINA	49.11	16.3	49.11 N 16.3 E	WGS	GENOMIC	RANDOM	172_D	PAIRED			SRR3111442	172_D_files	SAMN04432151	Alyratapetraea6	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS1256168	SRP058749
	SAMN04432152		A. Guggisberg, G. Muir, R. Schmickl	2012-04-22	2012-04-22				SRX1539701	174_A	Illumina HiSeq 2000	ILLUMINA	50.06	14.07	50.06 N 14.07 E	WGS	GENOMIC	RANDOM	174_A	PAIRED			SRR3111443	174_A_files	SAMN04432152	Alyratapetraea7	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS1256167	SRP058749
	SAMN04432153		A. Guggisberg, G. Mansion, Z. Kyselova	2012-06-29	2012-06-29				SRX1539702	DHLE_A	Illumina HiSeq 2000	ILLUMINA	49.16	20.14	49.16 N 20.14 E	WGS	GENOMIC	RANDOM	DHLE_A	PAIRED			SRR3111444	DHLE_A_files	SAMN04432153	Aneglectaneglecta2	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis neglecta subsp. neglecta	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis neglecta subsp. neglecta		Arabidopsis neglecta subsp. neglecta	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	neglecta		1547871	SRS1256166	SRP058749
	SAMN04432154		A. Guggisberg, G. Mansion, Z. Kyselova	2012-06-30	2012-06-30				SRX1539703	HLIN_A	Illumina HiSeq 2000	ILLUMINA	49.17	20.03	49.17 N 20.03 E	WGS	GENOMIC	RANDOM	HLIN_A	PAIRED			SRR3111445	HLIN_A_files	SAMN04432154	Aneglectaneglecta3	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis neglecta subsp. neglecta	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis neglecta subsp. neglecta		Arabidopsis neglecta subsp. neglecta	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	neglecta		1547871	SRS1256165	SRP058749
	SAMN04432155		A. Guggisberg, G. Mansion	2012-07-01	01-Jul-2012				SRX1539704	VELKA_1	Illumina HiSeq 2000	ILLUMINA	49.17	20.16	49.17 N 20.16 E	WGS	GENOMIC	RANDOM	VELKA_1	PAIRED			SRR3111446	VELKA_1_files	SAMN04432155	Aneglectaneglecta4	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis neglecta subsp. neglecta	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis neglecta subsp. neglecta		Arabidopsis neglecta subsp. neglecta	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	neglecta		1547871	SRS1256164	SRP058749
	SAMN04432156		A. Guggisberg, G. Mansion, Z. Kyselova	2012-07-02	02-Jul-2012				SRX1539705	BELIA_1	Illumina HiSeq 2000	ILLUMINA	49.23	20.2	49.23 N 20.2 E	WGS	GENOMIC	RANDOM	BELIA_1	PAIRED			SRR3111447	BELIA_1_files	SAMN04432156	Anitida3	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis arenosa	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS1256163	SRP058749
	SAMN04432157		A. Guggisberg, G. Muir, R. Schmickl	2012-04-21	21-Apr-2012				SRX1539706	95_A	Illumina HiSeq 2000	ILLUMINA	49.08	16.33	49.08 N 16.33 E	WGS	GENOMIC	RANDOM	95_A	PAIRED			SRR3111448	95_A_files	SAMN04432157	Alyratapetraea5	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|alessia.guggisberg@gmail.com on 2016-10-07; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS1256162	SRP058749
