Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Tissue
SRR1945918,not applicable,WGS,202,1808595284,PRJNA273563,SAMN03326762,Plant,1166902441,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,7378,SRX972601,Germany,Europe,Germany,Illumina HiSeq 2000,7378,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7378,SRP056687,leaf
SRR1945919,not applicable,WGS,202,1155975704,PRJNA273563,SAMN03326763,Plant,744933998,MPI-DB,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,7382,SRX972602,Netherlands,Europe,Netherlands,Illumina HiSeq 2000,7382,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7382,SRP056687,leaf
SRR1945920,not applicable,WGS,202,3243155450,PRJNA273563,SAMN03326764,Plant,2205096311,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,7383,SRX972603,Canada,North America,Canada,Illumina HiSeq 2000,7383,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7383,SRP056687,leaf
SRR1945921,not applicable,WGS,202,2082133786,PRJNA273563,SAMN03326765,Plant,1328395549,MPI-DB,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",not applicable,7384,SRX972604,Netherlands,Europe,Netherlands,Illumina HiSeq 2000,7384,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7384,SRP056687,leaf
SRR1945922,not applicable,WGS,202,2229206148,PRJNA273563,SAMN03326766,Plant,1491548112,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,7387,SRX972605,United Kingdom,Europe,United Kingdom,Illumina HiSeq 2000,7387,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7387,SRP056687,leaf
SRR1945923,not applicable,WGS,202,2330633580,PRJNA273563,SAMN03326767,Plant,1555734053,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,7394,SRX972606,Poland,Europe,Poland,Illumina HiSeq 2000,7394,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7394,SRP056687,leaf
SRR1945924,not applicable,WGS,102,3581716230,PRJNA273563,SAMN03326768,Plant,1459474836,MPI-DB,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,7396,SRX972607,Russia,Europe,Russia,Illumina Genome Analyzer II,7396,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7396,SRP056687,leaf
SRR1945925,not applicable,WGS,202,1888090768,PRJNA273563,SAMN03326769,Plant,1260485132,MPI-DB,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,7404,SRX972608,Germany,Europe,Germany,Illumina HiSeq 2000,7404,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7404,SRP056687,leaf
SRR1945926,not applicable,WGS,202,1928613180,PRJNA273563,SAMN03326770,Plant,1230205506,MPI-DB,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,7411,SRX972609,Germany,Europe,Germany,Illumina HiSeq 2000,7411,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7411,SRP056687,leaf
SRR1945927,not applicable,WGS,102,3344362434,PRJNA273563,SAMN03326771,Plant,1396188490,MPI-DB,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,7413,SRX972610,Lithuania,Europe,Lithuania,Illumina Genome Analyzer II,7413,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7413,SRP056687,leaf
SRR1945928,not applicable,WGS,102,2691189624,PRJNA273563,SAMN03326772,Plant,1066575556,MPI-DB,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,7415,SRX972611,Germany,Europe,Germany,Illumina Genome Analyzer II,7415,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7415,SRP056687,leaf
SRR1945929,not applicable,WGS,202,3397828062,PRJNA273563,SAMN03326773,Plant,2274417001,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,7416,SRX972612,USA,North America,USA,Illumina HiSeq 2000,7416,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7416,SRP056687,leaf
SRR1945930,not applicable,WGS,102,3042862980,PRJNA273563,SAMN03326774,Plant,1249459055,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,7417,SRX972613,Switzerland,Europe,Switzerland,Illumina Genome Analyzer II,7417,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7417,SRP056687,leaf
SRR1945931,not applicable,WGS,200,1847734200,PRJNA273563,SAMN03326775,Plant,1182795240,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,7418,SRX972614,Switzerland,Europe,Switzerland,Illumina HiSeq 2000,7418,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7418,SRP056687,leaf
SRR1945932,not applicable,WGS,202,3727783144,PRJNA273563,SAMN03326776,Plant,2616834988,MPI-DB,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,7419,SRX972615,Germany,Europe,Germany,Illumina HiSeq 2000,7419,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7419,SRP056687,leaf
SRR1945933,not applicable,WGS,202,1582118540,PRJNA273563,SAMN03326777,Plant,996487837,MPI-DB,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,7424,SRX972616,Czech Republic,Europe,Czech Republic,Illumina HiSeq 2000,7424,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7424,SRP056687,leaf
SRR1945934,not applicable,WGS,202,2096565070,PRJNA273563,SAMN03326778,Plant,1367166740,MPI-DB,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,7427,SRX972617,Denmark,Europe,Denmark,Illumina HiSeq 2000,7427,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7427,SRP056687,leaf
SRR1945935,not applicable,WGS,202,1820615698,PRJNA273563,SAMN03326779,Plant,1169360177,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,7430,SRX972618,France,Europe,France,Illumina HiSeq 2000,7430,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7430,SRP056687,leaf
SRR1945936,not applicable,WGS,202,1973175794,PRJNA273563,SAMN03326780,Plant,1283314852,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,7460,SRX972619,Czech Republic,Europe,Czech Republic,Illumina HiSeq 2000,7460,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7460,SRP056687,leaf
SRR1945937,not applicable,WGS,202,4723938872,PRJNA273563,SAMN03326781,Plant,3123532876,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,7461,SRX972620,Czech Republic,Europe,Czech Republic,Illumina HiSeq 2000,7461,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7461,SRP056687,leaf
SRR1945938,not applicable,WGS,202,1929281194,PRJNA273563,SAMN03326782,Plant,1234910592,MPI-DB,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,7471,SRX972621,uncalculated,uncalculated,not applicable,Illumina HiSeq 2000,7471,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7471,SRP056687,leaf
SRR1945939,not applicable,WGS,197,9102106968,PRJNA273563,SAMN03326783,Plant,6325264466,MPI-DB,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,7475,SRX972622,USA,North America,USA,unspecified,7475,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7475,SRP056687,leaf/rosette
SRR1945940,not applicable,WGS,200,2238945400,PRJNA273563,SAMN03326784,Plant,1427678004,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,7477,SRX972623,USA,North America,USA,Illumina HiSeq 2000,7477,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7477,SRP056687,leaf
SRR1945941,not applicable,WGS,202,3225873542,PRJNA273563,SAMN03326785,Plant,2177770204,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,7514,SRX972624,USA,North America,USA,Illumina HiSeq 2000,7514,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7514,SRP056687,leaf
SRR1945942,not applicable,WGS,202,1948734198,PRJNA273563,SAMN03326786,Plant,1276092666,MPI-DB,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,7515,SRX972625,USA,North America,USA,Illumina HiSeq 2000,7515,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7515,SRP056687,leaf/rosette
SRR1945943,not applicable,WGS,152,3158300840,PRJNA273563,SAMN03326787,Plant,2241270587,MPI-DB,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,7516,SRX972626,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,7516,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7516,SRP056687,root
SRR1945944,not applicable,WGS,144,2678701392,PRJNA273563,SAMN03326788,Plant,1927676116,MPI-DB,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,7517,SRX972627,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,7517,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7517,SRP056687,root
SRR1945945,not applicable,WGS,202,2449459070,PRJNA273563,SAMN03326789,Plant,1638026969,MPI-DB,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,7520,SRX972628,Czech Republic,Europe,Czech Republic,Illumina HiSeq 2000,7520,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7520,SRP056687,leaf
SRR1945946,not applicable,WGS,202,8886316128,PRJNA273563,SAMN03326790,Plant,6006933885,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,7521,SRX972629,Czech Republic,Europe,Czech Republic,Illumina HiSeq 2000,7521,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7521,SRP056687,leaf
SRR1945947,not applicable,WGS,202,1253899042,PRJNA273563,SAMN03326791,Plant,868620570,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,7523,SRX972630,USA,North America,USA,Illumina HiSeq 2000,7523,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7523,SRP056687,leaf
SRR1945948,not applicable,WGS,202,4887155680,PRJNA273563,SAMN03326792,Plant,3384887896,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",not applicable,7525,SRX972631,USA,North America,USA,Illumina HiSeq 2000,7525,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7525,SRP056687,leaf
SRR1945949,not applicable,WGS,197,7327729834,PRJNA273563,SAMN03326793,Plant,5405726606,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,7529,SRX972632,USA,North America,USA,Illumina HiSeq 2000,7529,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7529,SRP056687,leaf/rosette
SRR1945950,not applicable,WGS,197,8707713671,PRJNA273563,SAMN03326794,Plant,6438880456,MPI-DB,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,7530,SRX972633,USA,North America,USA,Illumina HiSeq 2000,7530,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7530,SRP056687,leaf/rosette
SRR1945951,not applicable,WGS,197,8889191828,PRJNA273563,SAMN03326795,Plant,6409374293,MPI-DB,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,7566,SRX972634,USA,North America,USA,Illumina HiSeq 2000,7566,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7566,SRP056687,leaf/rosette
SRR1945952,not applicable,WGS,198,9645889782,PRJNA273563,SAMN03326796,Plant,7034364506,MPI-DB,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,7568,SRX972635,USA,North America,USA,Illumina HiSeq 2000,7568,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7568,SRP056687,leaf/rosette
SRR1945953,not applicable,WGS,200,3109354400,PRJNA273563,SAMN03326797,Plant,2141648046,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,7717,SRX972636,USA,North America,USA,Illumina HiSeq 2000,7717,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7717,SRP056687,leaf
SRR1945954,not applicable,WGS,198,7412533269,PRJNA273563,SAMN03326798,Plant,5266079280,MPI-DB,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",not applicable,7757,SRX972637,USA,North America,USA,Illumina HiSeq 2000,7757,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7757,SRP056687,leaf/rosette
SRR1945955,not applicable,WGS,198,7375442060,PRJNA273563,SAMN03326799,Plant,5329678325,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,7767,SRX972638,USA,North America,USA,Illumina HiSeq 2000,7767,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7767,SRP056687,leaf/rosette
SRR1945956,not applicable,WGS,200,1920373200,PRJNA273563,SAMN03326800,Plant,1243931143,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,7917,SRX972639,USA,North America,USA,Illumina HiSeq 2000,7917,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7917,SRP056687,leaf
SRR1945957,not applicable,WGS,200,2361088800,PRJNA273563,SAMN03326801,Plant,1506710376,MPI-DB,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,7947,SRX972640,USA,North America,USA,Illumina HiSeq 2000,7947,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,7947,SRP056687,leaf
SRR1945958,not applicable,WGS,198,8942465974,PRJNA273563,SAMN03326802,Plant,6317296914,MPI-DB,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,8037,SRX972641,USA,North America,USA,Illumina HiSeq 2000,8037,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8037,SRP056687,leaf/rosette
SRR1945959,not applicable,WGS,198,8113943875,PRJNA273563,SAMN03326803,Plant,5767111668,MPI-DB,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,8057,SRX972642,USA,North America,USA,Illumina HiSeq 2000,8057,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8057,SRP056687,leaf/rosette
SRR1945960,not applicable,WGS,200,1877068800,PRJNA273563,SAMN03326804,Plant,1195700633,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,8077,SRX972643,USA,North America,USA,Illumina HiSeq 2000,8077,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8077,SRP056687,leaf
SRR1945961,not applicable,WGS,200,2040541200,PRJNA273563,SAMN03326805,Plant,1306171436,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,8132,SRX972644,USA,North America,USA,Illumina HiSeq 2000,8132,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8132,SRP056687,leaf
SRR1945962,not applicable,WGS,198,7419126547,PRJNA273563,SAMN03326806,Plant,5340559989,MPI-DB,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,8171,SRX972645,USA,North America,USA,Illumina HiSeq 2000,8171,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8171,SRP056687,leaf/rosette
SRR1945963,not applicable,WGS,202,1919583780,PRJNA273563,SAMN03326807,Plant,1257454097,MPI-DB,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",not applicable,8214,SRX972646,France,Europe,France,Illumina HiSeq 2000,8214,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8214,SRP056687,leaf
SRR1945964,not applicable,WGS,152,2963104112,PRJNA273563,SAMN03326808,Plant,1754712223,MPI-DB,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,8222,SRX972647,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,8222,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8222,SRP056687,root
SRR1945965,not applicable,WGS,200,7411289400,PRJNA273563,SAMN03326809,Plant,6284124357,MPI-DB,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,8227,SRX972648,Sweden,Europe,Sweden,Illumina HiSeq 2000,8227,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8227,SRP056687,root
SRR1945966,not applicable,WGS,152,4276110664,PRJNA273563,SAMN03326810,Plant,1852282868,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,8230,SRX972649,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,8230,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8230,SRP056687,root
SRR1945967,not applicable,WGS,152,3429045216,PRJNA273563,SAMN03326811,Plant,2469015657,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",not applicable,8231,SRX972650,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,8231,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8231,SRP056687,root
SRR1945968,not applicable,WGS,202,5556286336,PRJNA273563,SAMN03326812,Plant,3675923469,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,8233,SRX972651,USA,North America,USA,Illumina HiSeq 2000,8233,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8233,SRP056687,leaf
SRR1945969,not applicable,WGS,200,6177591000,PRJNA273563,SAMN03326813,Plant,5026704918,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,8234,SRX972652,Sweden,Europe,Sweden,Illumina HiSeq 2000,8234,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8234,SRP056687,root
SRR1945970,not applicable,WGS,202,4856179788,PRJNA273563,SAMN03326814,Plant,3249592324,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,8235,SRX972653,Czech Republic,Europe,Czech Republic,Illumina HiSeq 2000,8235,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8235,SRP056687,leaf
SRR1945971,not applicable,WGS,202,4192612212,PRJNA273563,SAMN03326815,Plant,2771023584,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",not applicable,8236,SRX972654,Czech Republic,Europe,Czech Republic,Illumina HiSeq 2000,8236,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8236,SRP056687,leaf
SRR1945972,not applicable,WGS,220,4746214440,PRJNA273563,SAMN03326816,Plant,3130566972,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,8237,SRX972655,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,8237,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8237,SRP056687,root
SRR1945973,not applicable,WGS,202,5694682596,PRJNA273563,SAMN03326817,Plant,3945815446,MPI-DB,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,8238,SRX972656,United Kingdom,Europe,United Kingdom,Illumina HiSeq 2000,8238,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8238,SRP056687,leaf
SRR1945974,not applicable,WGS,202,1882756352,PRJNA273563,SAMN03326818,Plant,1264235923,MPI-DB,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,8239,SRX972657,Germany,Europe,Germany,Illumina HiSeq 2000,8239,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8239,SRP056687,leaf
SRR1945975,not applicable,WGS,152,3867922568,PRJNA273563,SAMN03326819,Plant,1738335888,MPI-DB,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,8240,SRX972658,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,8240,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8240,SRP056687,root
SRR1945976,not applicable,WGS,152,4767482432,PRJNA273563,SAMN03326820,Plant,2941017046,MPI-DB,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",not applicable,8241,SRX972659,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,8241,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8241,SRP056687,root
SRR1945977,not applicable,WGS,152,5356255496,PRJNA273563,SAMN03326821,Plant,2524263973,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,8242,SRX972660,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,8242,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8242,SRP056687,root
SRR1945978,not applicable,WGS,202,3775578162,PRJNA273563,SAMN03326822,Plant,2594647994,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,8243,SRX972661,Italy,Europe,Italy,Illumina HiSeq 2000,8243,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8243,SRP056687,leaf
SRR1945979,not applicable,WGS,202,5531894028,PRJNA273563,SAMN03326823,Plant,3778987559,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,8244,SRX972662,France,Europe,France,Illumina HiSeq 2000,8244,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8244,SRP056687,leaf
SRR1945980,not applicable,WGS,202,5587296366,PRJNA273563,SAMN03326824,Plant,3813867553,MPI-DB,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",not applicable,8246,SRX972663,USA,North America,USA,Illumina HiSeq 2000,8246,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8246,SRP056687,leaf
SRR1945981,not applicable,WGS,152,2995030800,PRJNA273563,SAMN03326825,Plant,1759243719,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,8247,SRX972664,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,8247,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8247,SRP056687,root
SRR1945982,not applicable,WGS,152,3376178096,PRJNA273563,SAMN03326826,Plant,2411285142,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,8249,SRX972665,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,8249,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8249,SRP056687,root
SRR1945983,not applicable,WGS,152,3441290640,PRJNA273563,SAMN03326827,Plant,2472819554,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,8256,SRX972666,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,8256,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,8256,SRP056687,root
