oa_id	ecotype_id	sample_name	latitude	longitude	locality	country	collector	collection_date	cs_number	sra_run	biosample	bioproject	library_layout	instrument_model	species	internal_data	internal_sample_name	elevation	ploidy	collection_notes	pooled_plants	include	country_code	country_name	dataset
OANK0022		Acarpatica6	49.02	19.86			A. Guggisberg, G. Mansion, L. Paule	2012-06-27		SRR3111435	SRS1256175	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				diploid			Y			NK
OANK0023		Acarpatica5	48.82	19.02			A. Guggisberg, G. Mansion	2012-06-26		SRR3111434	SRS1256176	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				diploid			Y			NK
OANK0024		Alyratapetraea3	47.91	15.97			A. Guggisberg, G. Muir, R. Schmickl	2012-04-18		SRR2040797	SRS945854	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea				diploid			Y			NK
OANK0025		Alyratapetraea22	62.9	34.41			O. Fedorenko	1905-07-03		SRR2040796	SRS945855	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea				diploid			Y			NK
OANK0026		Alyratapetraea20	56.4	-4.81			M. A. Koch	2012-08-26		SRR2040794	SRS945856	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea				diploid			Y			NK
OANK0027		Apedemontana1	44.71	7.15			R. Schmickl			SRR2040802	SRS945857	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis pedemontana				diploid			Y			NK
OANK0028		Alyratapetraea19	57	-3.11						SRR2040793	SRS945858	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea				diploid			Y			NK
OANK0029		Alyratapetraea21	62.9	34.41			O. Fedorenko	1905-07-03		SRR2040795	SRS945859	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea				diploid			Y			NK
OANK0030		Aarenosaborbasii1	48.25	9.44			R. Schmickl			SRR2040819	SRS945860	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				tetraploid			Y			NK
OANK0031		Alyratapetraea15	48.23	15.34			R. Schmickl, G. Muir	2012-04-16		SRR2040828	SRS945861	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea				tetraploid			Y			NK
OANK0032		Apetrogenaexoleta2	46.56	23.67			G. Fuxova	2012-06-26		SRR2040834	SRS945862	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis petrogena				tetraploid			Y			NK
OANK0033		Apetrogenaexoleta1	48.65	18.74			R. Schmickl, G. Muir	1905-07-04		SRR2040833	SRS945863	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis petrogena				tetraploid			Y			NK
OANK0034		Aneglectarobusta1	48.94	19.63			M. Kolnik, K. Marhold	2012-08-02		SRR2040831	SRS945864	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis neglecta				tetraploid			Y			NK
OANK0035		Aneglectarobusta2	49.2	19.74			F. Kolar, E. Zaveska, S. spaniel	2012-07-31		SRR2040832	SRS945865	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis neglecta				tetraploid			Y			NK
OANK0036		Alyratapetraea17	48.39	15.48			R. Schmickl, G. Muir	1905-07-04		SRR2040830	SRS945866	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea				tetraploid			Y			NK
OANK0037		Alyratapetraea16	47.87	15.61			R. Schmickl, G. Muir	2012-04-17		SRR2040829	SRS945867	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea				tetraploid			Y			NK
OANK0038		Alyratapetraea14	47.98	15.56			R. Schmickl, G. Muir	2012-04-17		SRR2040827	SRS945868	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea				tetraploid			Y			NK
OANK0039		Alyratapetraea13	48.07	16.26			M. A. Koch	2012-06-28		SRR2040826	SRS945869	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea				tetraploid			Y			NK
OANK0040		Aarenosaborbasii6	47.79	15.35			R. Schmickl, G. Muir	2012-04-17		SRR2040824	SRS945870	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				tetraploid			Y			NK
OANK0041		Aarenosaintermedia1	47.36	14.68			M. A. Koch	2012-06-20		SRR2040825	SRS945871	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				tetraploid			Y			NK
OANK0042		Aarenosaborbasii5	48.54	15.69			R. Schmickl, G. Muir	2012-04-16		SRR2040823	SRS945872	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				tetraploid			Y			NK
OANK0043		Aarenosaborbasii4	47.5	15.05			N. Hohmann	2011-08-16		SRR2040822	SRS945873	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				tetraploid			Y			NK
OANK0044		Aarenosaborbasii2	48.94	15.62			R. Schmickl	2011-05-26		SRR2040820	SRS945874	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				tetraploid			Y			NK
OANK0045		Aarenosaborbasii3	47.54	14.9			N. Hohmann	2011-08-16		SRR2040821	SRS945875	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				tetraploid			Y			NK
OANK0046		Aarenosaarenosa9	62.6	18.03						SRR2040818	SRS945876	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				tetraploid			Y			NK
OANK0047		Aarenosaarenosa7	62.6	18.03						SRR2040816	SRS945877	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				tetraploid			Y			NK
OANK0048		Aarenosaarenosa6	62.6	18.03						SRR2040815	SRS945878	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				tetraploid			Y			NK
OANK0049		Aarenosaarenosa4	62.6	18.03						SRR2040813	SRS945879	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				tetraploid			Y			NK
OANK0050		Aarenosaarenosa5	62.6	18.03						SRR2040814	SRS945880	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				tetraploid			Y			NK
OANK0051		Aarenosaarenosa3	49.25	6.833			R. Schmickl	2011-07-26		SRR2040812	SRS945881	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				tetraploid			Y			NK
OANK0052		Aarenosaarenosa2	54.48	13.51			C. N. Schroder	2011-06-25		SRR2040811	SRS945882	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				tetraploid			Y			NK
OANK0053		Aarenosaarenosa8	62.6	18.03						SRR2040817	SRS945883	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				tetraploid			Y			NK
OANK0054		Aumezawana1	45.18	141.25			Masahiko Sato	2013-06-13		SRR2040810	SRS945884	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis umezawana				diploid			Y			NK
OANK0055		Apetrogenapetrogena3	47.87	20.03			F. Kolar	2012-04-15		SRR2040809	SRS945885	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis petrogena				diploid			Y			NK
OANK0056		Apetrogenapetrogena1	48.58	18.88			R. Schmickl, G. Muir	1905-07-04		SRR2040807	SRS945886	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis petrogena				diploid			Y			NK
OANK0057		Apetraeaumbrosa2	68.8	160.3			V. V. Petrovsky, M. P. Andreyev	1978-08-03		SRR2040806	SRS945887	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis petraea subsp. umbrosa				diploid			Y			NK
OANK0058		Apetrogenapetrogena2	48.73	18.36			F. Kolar, E. Zaveska	2011-05-11		SRR2040808	SRS945888	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis petrogena				diploid			Y			NK
OANK0059		Apetraeaseptentrionalis2	66.9	58.55			I. G. Alsos, A. Tribsch	2004-07-06		SRR2040805	SRS945889	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis petraea subsp. septentrionalis				diploid			Y			NK
OANK0060		Apedemontana2	44.76	7.12						SRR2040803	SRS945890	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis pedemontana				diploid			Y			NK
OANK0061		Apetraeaseptentrionalis1	71.04	127.52			H. Solstad, R. Elven	2004-07-12		SRR2040804	SRS945891	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis petraea subsp. septentrionalis				diploid			Y			NK
OANK0062		Anitida4	49.23	20.198			M. M. Matschinger, R. Schmickl	2007-07-17		SRR2040801	SRS945892	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				diploid			Y			NK
OANK0063		Anitida2	49.25	19.75			F. Kolar, E. Zaveska, S. spaniel, M. Kolnik, K. Marhold	2012-07-31		SRR2040800	SRS945893	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				diploid			Y			NK
OANK0064		Anitida1	49.22	20.21			F. Kolar, E. Zaveska, S. spaniel, M. Kolnik, K. Marhold	2012-08-01		SRR2040799	SRS945894	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				diploid			Y			NK
OANK0065		Alyratapetraea9	49.73	12.99			R. Schmickl	2011-05-22		SRR2040798	SRS945895	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea				diploid			Y			NK
OANK0066		Alyratapetraea18	62.64	17.96						SRR2040792	SRS945896	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea				diploid			Y			NK
OANK0067		Alyratapetraea1	49.62	11.51			F. Michling	2011-06-04		SRR2040790	SRS945897	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea				diploid			Y			NK
OANK0068		Alyratapetraea12	49.11	16.3			A. Guggisberg, G. Muir, R. Schmickl	2012-04-21		SRR2040791	SRS945898	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea				diploid			Y			NK
OANK0069		Alyratalyrata2	43.25	-81.85						SRR2040789	SRS945899	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. lyrata				diploid			Y			NK
OANK0070		Alyratalyrata1	42.26	-81.84						SRR2040788	SRS945900	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. lyrata				diploid			Y			NK
OANK0071		Ahalleritatrica2	49.26	19.7			F. Kolar, E. Zaveska, S. spaniel, M. Kolnik, K Marhold	2012-07-31		SRR2040787	SRS945901	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis halleri subsp. tatrica				diploid			Y			NK
OANK0072		Ahalleriovirensis2	46.5	14.48			E. Zaveska, S. spaniel	2013-06-16		SRR2040785	SRS945902	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis halleri subsp. ovirensis				diploid			Y			NK
OANK0073		Ahalleritatrica1	48.98	19.63			M. M. Matschinger, M. Kolnik			SRR2040786	SRS945903	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis halleri subsp. tatrica				diploid			Y			NK
OANK0074		Ahallerihalleri2	47.63	15.25			M. A. Koch	2012-06-27		SRR2040783	SRS945904	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis halleri subsp. halleri				diploid			Y			NK
OANK0075		Ahalleriovirensis1	46.5	14.48			M. M. Matschinger	1905-06-29		SRR2040784	SRS945905	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis halleri subsp. ovirensis				diploid			Y			NK
OANK0077		Ahallerigemmifera3	34.85	135.47			N. Osada	1905-07-04		SRR2040781	SRS945907	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis halleri subsp. gemmifera				diploid			Y			NK
OANK0078		Ahalleridacica2	45.6	24.63			F. Kolar, G. Fuxova	2012-06-15		SRR2040780	SRS945908	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis halleri subsp. dacica				diploid			Y			NK
OANK0079		Acroatica2	44.81	14.93			G. Fuxova, F. Kolar	2012-05-22		SRR2040779	SRS945909	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis croatica				diploid			Y			NK
OANK0080		Acroatica1	44.56	15.11			L. Malikova	2011-07-06		SRR2040778	SRS945910	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis croatica				diploid			Y			NK
OANK0081		Acebennensis2	44.89	4.18			M. A. Koch	1905-07-02		SRR2040776	SRS945911	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis cebennensis				diploid			Y			NK
OANK0082		Acebennensis3	44.99	2.73			M. A. Koch	1905-07-02		SRR2040777	SRS945912	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis cebennensis				diploid			Y			NK
OANK0083		Acebennensis1	44.09	3.56			M. A. Koch	1905-07-02		SRR2040775	SRS945913	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis cebennensis				diploid			Y			NK
OANK0084		Acarpatica4	49.01	19.27			M. A. Koch	2011-06-17		SRR2040774	SRS945914	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				diploid			Y			NK
OANK0085		Acarpatica3	48.82	19.02			R. Schmickl, G. Muir	2012-04-19		SRR2040773	SRS945915	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				diploid			Y			NK
OANK0086		Acarpatica2	48.82	19.02			R. Schmickl, G. Muir	2012-04-19		SRR2040772	SRS945916	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				diploid			Y			NK
OANK0087		Acarpatica1	48.82	19.02			R. Schmickl, G. Muir	2012-04-19		SRR2040771	SRS945917	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				diploid			Y			NK
OANK0088		Aarenicola2	56.54	-79.22			L. L. Consaul, M. Ip, D. Charette	2010-07-03		SRR2040770	SRS945918	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenicola				diploid			Y			NK
OANK0089		Aarenicola1	63.1	-69.72			J. M. Saarela, L. J. Gillespie, P. C. Sokoloff, R. D. Bull	2012-07-11		SRR2040769	SRS945919	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenicola				diploid			Y			NK
OANK0090		Aarenosaarenosa1	44.79	15.74			L. Malikova			SRR2082782	SRS975747	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				diploid			Y			NK
OANK0090		Aarenosaarenosa1	44.79	15.74			L. Malikova			SRR2082785	SRS975747	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa				diploid			Y			NK
OANK0091		Aneglectaneglecta1	49.17	20.03			R. Schmickl			SRR2082771	SRS975757	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis neglecta subsp. neglecta				diploid			Y			NK
OANK0091		Aneglectaneglecta1	49.17	20.03			R. Schmickl			SRR2082772	SRS975757	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis neglecta subsp. neglecta				diploid			Y			NK
OANK0003		AkamchaticaPAK	61.06	-149.81						DRR054434	SAMD00035297	PRJDB4054	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			""			NK
OANK0004		AkamchaticaKWS	35.45	136.06						DRR054581	SAMD00045705	PRJDB4504	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			""			NK
OANK0005		AkamchaticaTOY	63.42	-145.84						DRR054582	SAMD00045706	PRJDB4504	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y			NK
OANK0006		AkamchaticaTWN	24	121.3						DRR054583	SAMD00045707	PRJDB4504	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y			NK
OANK0094		ASS3a	63.33	17.98			T. Sall			SRR2084158	SRS977000	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis suecica				allotetraploid			""			NK
OANK0095		ASO5	63.7	18.24			T. Sall			SRR2084157	SRS977001	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis suecica				allotetraploid			""			NK
OANK0096		AS459	60.18	16.12			T. Sall			SRR2084154	SRS977003	PRJNA284572	PAIRED	Illumina HiSeq 2000	Arabidopsis suecica				allotetraploid			""			NK
OAPK0001		ALK	63.400001525878906	-145.8000030517578	Alaska, Richardson Highway, South of Darling Creek bridge	USA				DRR100009	SAMD00089941	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	USA	United States	PK
OAPK0002		DEN	54.20000076293945	158.10000610351562	Kamchatskii krai, near the river Denokhonok	Russia				DRR100013	SAMD00089945	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	RUS	Russia	PK
OAPK0003		FKS	37.20000076293945	139.89999389648438	Fukushima	Japan				DRR100008	SAMD00089940	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0004		HKB	36.70000076293945	137.8000030517578	Hakubayari	Japan				DRR099998	SAMD00089930	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0004		HKB	36.70000076293945	137.8000030517578	Hakubayari	Japan				DRR100021	SAMD00089930	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0005		HMK	36.70000076293945	137.3000030517578	Toyama	Japan				DRR099994	SAMD00089926	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kawasakiana				allotetraploid			Y	JPN	Japan	PK
OAPK0005		HMK	36.70000076293945	137.3000030517578	Toyama	Japan				DRR100017	SAMD00089926	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kawasakiana				allotetraploid			Y	JPN	Japan	PK
OAPK0006		HUK	34.599998474121094	136.60000610351562	Hukiinoura	Japan				DRR099992	SAMD00089924	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kawasakiana				allotetraploid			Y	JPN	Japan	PK
OAPK0006		HUK	34.599998474121094	136.60000610351562	Hukiinoura	Japan				DRR100015	SAMD00089924	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kawasakiana				allotetraploid			Y	JPN	Japan	PK
OAPK0007		IWH	35.900001525878906	137.8000030517578	Iwahana	Japan				DRR100003	SAMD00089935	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0007		IWH	35.900001525878906	137.8000030517578	Iwahana	Japan				DRR100023	SAMD00089935	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0008		KNS	36.70000076293945	138	Kinasa	Japan				DRR099996	SAMD00089928	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0008		KNS	36.70000076293945	138	Kinasa	Japan				DRR100019	SAMD00089928	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0009		KSO	35.79999923706055	137.8000030517578	Kisokomagatake	Japan				DRR099997	SAMD00089929	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0009		KSO	35.79999923706055	137.8000030517578	Kisokomagatake	Japan				DRR100020	SAMD00089929	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0011		MAG	35.29999923706055	138.3000030517578	Magosazima	Japan				DRR099993	SAMD00089925	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0011		MAG	35.29999923706055	138.3000030517578	Magosazima	Japan				DRR100016	SAMD00089925	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0012		MAI	35.099998474121094	136	Maiamihama	Japan				DRR099995	SAMD00089927	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kawasakiana				allotetraploid			Y	JPN	Japan	PK
OAPK0012		MAI	35.099998474121094	136	Maiamihama	Japan				DRR100018	SAMD00089927	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kawasakiana				allotetraploid			Y	JPN	Japan	PK
OAPK0013		MUR	36.20000076293945	137.39999389648438	Murodo	Japan				DRR100000	SAMD00089932	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0014		OKH1	59.400001525878906	143.3000030517578	Khabarovsk krai, Okhotskii raion, foothills of Mt. Lanzhinskie gory	Russia				DRR100006	SAMD00089938	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	RUS	Russia	PK
OAPK0015		OKH2	59.400001525878906	143.3000030517578	Khabarovsk krai, Okhotskii raion, foothills of Mt. Lanzhinskie gory	Russia				DRR100007	SAMD00089939	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	RUS	Russia	PK
OAPK0016		PAK	61.20000076293945	-149.3000030517578	Alaska, Potter	USA				DRR100001	SAMD00089933	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			""	USA	United States	PK
OAPK0017		SAK	48.400001525878906	142.6999969482422	Sakhalin, Marakovskii raion, Zaozernoye	Russia				DRR100005	SAMD00089937	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	RUS	Russia	PK
OAPK0018		SHI	36.29999923706055	136.89999389648438	Shirakawa	Japan				DRR100011	SAMD00089943	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0019		SMS	36.20000076293945	137.8000030517578	Simasimadani	Japan				DRR099999	SAMD00089931	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0019		SMS	36.20000076293945	137.8000030517578	Simasimadani	Japan				DRR100022	SAMD00089931	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0020		SRM	36.79999923706055	137.8000030517578	Mt. Shirouma	Japan				DRR099991	SAMD00089923	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0020		SRM	36.79999923706055	137.8000030517578	Mt. Shirouma	Japan				DRR100014	SAMD00089923	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0021		TGS	33.900001525878906	134.10000610351562	Mt. Shikokutsurugi	Japan				DRR100002	SAMD00089934	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0022		TGZ	36.599998474121094	137.60000610351562	Tsurugigozen	Japan				DRR100004	SAMD00089936	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0024		TYG	36.599998474121094	137.60000610351562	Tateyamagawa	Japan				DRR100012	SAMD00089944	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0024		TYG	36.599998474121094	137.60000610351562	Tateyamagawa	Japan				DRR100024	SAMD00089944	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	JPN	Japan	PK
OAPK0025		VAG	53.5	157.60000610351562	Kamchatskii krai, near the river Vaktan GanalÕskii	Russia				DRR100010	SAMD00089942	PRJDB6166	PAIRED	Illumina HiSeq 2000	Arabidopsis kamchatica subsp. kamchatica				allotetraploid			Y	RUS	Russia	PK
OAAN0001		SPI_031_1	48.98889	20.775	Dreveník	Slovakia				SRR7637273	SAMN09759891	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			550	tetraploid	limestone		Y	SVK	Slovakia	AN
OAAN0002		SPI_030_1	48.98889	20.775	Dreveník	Slovakia				SRR7637274	SAMN09759890	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			550	tetraploid	limestone		Y	SVK	Slovakia	AN
OAAN0003		SPI_029_1	48.98889	20.775	Dreveník	Slovakia				SRR7637275	SAMN09759889	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			550	tetraploid	limestone		Y	SVK	Slovakia	AN
OAAN0004		SPI_027_1	48.98889	20.775	Dreveník	Slovakia				SRR7637276	SAMN09759888	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			550	tetraploid	limestone		Y	SVK	Slovakia	AN
OAAN0005		STE_006_1	52.28028	16.70944	Stęszew	Poland				SRR7637277	SAMN09759895	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			80	tetraploid	railway, secondary		Y	POL	Poland	AN
OAAN0006		STE_005_1	52.28028	16.70944	Stęszew	Poland				SRR7637278	SAMN09759894	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			80	tetraploid	railway, secondary		Y	POL	Poland	AN
OAAN0007		STE_002_1	52.28028	16.70944	Stęszew	Poland				SRR7637279	SAMN09759893	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			80	tetraploid	railway, secondary		Y	POL	Poland	AN
OAAN0008		SPI_034_1	48.98889	20.775	Dreveník	Slovakia				SRR7637280	SAMN09759892	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			550	tetraploid	limestone		Y	SVK	Slovakia	AN
OAAN0009		STE_010_1	52.28028	16.70944	Stęszew	Poland				SRR7637281	SAMN09759897	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			80	tetraploid	railway, secondary		Y	POL	Poland	AN
OAAN0010		STE_008_1	52.28028	16.70944	Stęszew	Poland				SRR7637282	SAMN09759896	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			80	tetraploid	railway, secondary		Y	POL	Poland	AN
OAAN0011		TRE_006_1	48.89417	18.04472	Trenčín	Slovakia				SRR7637283	SAMN09759936	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			280	tetraploid	rocks at the castle ruin, calcareous		Y	SVK	Slovakia	AN
